,insc,cn2,ch2,lc2,rd2,cn,ch,lc,mt,rd
318,7c869f5b89ddf3130c87011b6508ee59e32682c5,396.5,550.4,447.2,440,425,614.1,593,580.2,600
319,9027f65d4e576928ca59690c280050c53d66506a,629.2,767.8,667.8,920,503.1,447,429.6,499.5,120
320,09eb415bcb9842d207139c8bddf32427a134d51e,473.8,600.3,621.3,580,382.3,501.3,437.9,364.3,560
321,f8224c83e27f4921df62876f7ff660b1dab3d974,391.2,581.3,555.6,580,426.6,496.6,507.8,388.7,200
323,dfec3182aec0997207e0845b072498065ec89aac,621.1,712.3,597.1,880,557.8,560.9,596.9,515.5,500
324,d653549f6d0ba70e2113b2cc56e9a83e331d2462,565.3,620.4,580.8,540,579.7,502.4,556.7,488.8,560
325,e95674df974af80342f676ca9e3540aecec2b8dc,450.1,595.2,527.9,680,421.9,545.8,559.7,496.4,640
326,f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,544.3,604,539.6,440,382.7,528.7,526.6,471.3,560
328,22d86e8b43a9412df86ec15ac231b9919e3ec905,411,537.6,536.3,480,482.1,508.7,504.6,338.8,520
329,1c61035799f6afe7f44c1fb68567d7a8945c3943,578,660.8,557.9,580,527.8,579.8,522.5,571.9,640
330,d5ed4b8732b0d7127a64f7e71137d321c56cc198,405.4,469.1,501.6,300,418.2,419.4,545.9,430.5,360
331,63edbbe59337f861a710bee4fe8a691d231f23da,426.9,361.8,465.3,480,381.8,535.3,450.9,461.2,440
334,21b8ef230efbfca6b5f15b36a3243d76ed390967,478.3,586.5,502.1,760,506.2,507.7,502.9,459,560
335,fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,429.7,359.4,414.7,0,411.1,484.8,447.3,477.6,360
337,3de3c134579726fe4606b7a05f82ce19f00adb09,633.8,672.5,685.1,640,445.8,417.6,489.1,493.1,420
338,0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,415.9,471.5,452.8,520,450.3,572.1,568.2,444.3,640
339,bdaf0955746c2cdd3b9ac2538c7502d312fffed8,373.9,427.8,482.6,340,411.7,357.2,437.7,347.2,320
340,520c60d32fd2af8be76abd332859b36d8ae45900,449.3,544.7,463.8,600,455.8,587.9,602.7,417.8,640
341,6cb6e2310b52c2898e500f81bea938446592568b,514.1,574.6,447.6,440,429.8,495.7,539.2,563.7,520
342,0193b535914e1c5a445bede11a408bf1709cd3cb,483.5,547.2,489,520,556.2,635.7,554.7,700.5,720
343,f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,488.3,547.9,561.8,580,427.9,610.4,573.1,456.1,580
346,9b378e3937af8e97d4753cdf0c8917306354aaaf,478.9,512.9,509.6,700,537.2,476.8,474.8,378.4,440
347,1c92f54a5fe563622a0e23cf116461a7e147efd8,514,645.2,589.9,560,431.2,607,484.7,571.7,620
348,90facc45f7578775e3278aa0bd4fb59dad4d37c1,396.2,490.3,523.1,320,481.7,589.7,562,615.3,520
350,c8062c4cc7e023996bd37b87295f5a2957ddb172,398.7,571.7,534.3,520,592.4,640.2,559.2,454,540
352,f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,581.9,589.8,597.6,900,460.3,561.9,563.7,471.4,440
353,7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,462.7,448.1,480.6,400,573.5,591.4,489.1,502.5,700
354,1b61f7e184c7040ae4cea725153965e1f7f75308,427.4,478.1,488.9,480,453.1,495.5,525,337.8,600
357,95a9c65324583892b2d1a0c1c5163488f92d4a6d,440.1,393.6,384.5,420,449.4,585.5,567.5,466.9,0
358,5b7e7632cf766876026d0da6aa7c6df77bc13438,402.8,513.7,500.8,500,366.9,517.3,456,421.4,660
361,96fd0462597b8cf21b1e918c1947106cd8359e5d,517.3,582.1,558.4,480,626.2,622.5,546.7,468.8,940
362,5c1cef937c40bf8c30c119160bedde7ef679454e,597,646.7,607.6,680,547.7,618.7,589.1,618.3,620
365,e39fbeab552a4b6492346d821d095c3a0d691555,415.8,485,513.6,320,537.6,572.3,566.8,625.6,400
366,93694c58636eabfe86550e734efb3775ba4d739f,428,612.4,569.2,600,484.8,545.6,615,538.5,600
367,8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,620.5,675.6,647.6,680,376.3,504,519.8,374.3,440
368,6c05e70130682975c1485a862b6e08b895650671,455.1,457.2,433.1,420,483.7,537.8,545.5,651,520
369,8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,441.5,407.4,405.1,400,397.8,585.2,600,428.9,660
370,15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,383.3,452.9,382.8,380,445.4,539.7,496.5,632.8,360
371,283df09083d3c7bec2590f22355c7ba32ec88623,499.6,523.6,563.9,640,470.6,433.2,591.7,580,700
375,5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,538.8,659,637.4,720,506.8,442.3,477.5,441.2,620
376,23131f453efc29c2af9553d307692c60a3add1ae,406.2,512.9,490.6,640,393.8,410.2,501.8,446.3,0
377,da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,414.5,471.4,468.4,400,482.1,536.6,543,466.5,500
378,941646a7d24ee2837d7de90ff0a736bb8f61d68c,415.8,444.7,437.5,0,415.9,465.6,391.6,478.6,420
380,5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,512.2,572.7,483.1,720,363.7,438,372.7,385.8,440
381,cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,402.4,461.3,476.8,460,555.2,535.2,524,585.2,660
382,72882a9cffe151d94be90e02ce3967a91b628099,454.4,552.6,543.9,640,391.7,525.3,558.2,526.1,400
383,cf62916c9829bd3ad05104151eee856d6de7ca1c,592,668.2,612,740,466.1,563.9,553.4,575.5,580
384,6b8f4241357e65c0491cc0ef96396f811574134c,420.6,518.3,486.2,620,589.6,661.6,634.6,563.8,600
386,268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,413.7,446.5,440.9,400,394.1,589.9,572.9,483.7,800
388,afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,424.2,558.7,530,380,533,647.6,565.8,549.2,680
390,8288badec4740382dbf7c33e4095cd4db0021bf7,393.2,420.9,410.9,400,619.8,375.4,462.6,669.2,480
391,5e139289eb167622f915eea3d1d6e49d15d1c873,470.4,558.7,587.5,540,535.5,607.5,553.9,471.5,700
392,fc050b2c8fa3446890fe1418332352177dd34506,457.4,472,516.6,440,452.6,490.6,585,371.4,540
393,8f309746992f374b4c2ea88f171233a9469ba649,458.9,384.7,529.4,420,485.5,476.7,466.8,382.3,460
394,ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,426.8,525.7,545.5,640,536.8,561.3,563,552.3,660
395,145b6344526f9df32f4046c8227282477c51d69f,403.1,530.5,458,420,574.2,506.3,520,534.5,500
396,a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,434.1,572.2,465.6,580,434.8,422.4,531.2,559.2,500
397,b23775f4cd460ba687d77b058f2bc46381a0fbfe,433.3,490.7,473.5,660,464.2,518.3,510.4,380.8,520
398,87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,611,635.1,594,720,456.8,533.2,519.3,473.9,680
401,d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,394.4,529.5,500.5,680,470.2,528.8,481.4,394.5,700
402,2bf8abe8000927aeff885fdb26e82579b54bb657,452.5,466.4,383.6,440,466.5,455.2,541.5,446.9,320
404,dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,517.8,550.7,523.8,720,598.5,649.1,628.4,376.8,760
405,3ef584654da4e658ecdffb68bc4398c97f850ccf,403,464.3,516.6,620,495.9,461.8,489.9,534.2,220
407,ea90166cae72eec871b4100ed8df997253bea84b,456.8,565.2,492.7,540,471.9,534.7,522.6,502,500
408,0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,485.5,572.5,595,580,454,518.9,454.2,407.2,520
409,39e7d2bf0be98a9698aa1369b7ca5576d392a777,475,497,496.5,460,671.1,687.5,650,671.7,720
410,01d88812b1d865b9797b9c57ed7538527593eb1d,561.6,584.7,577.7,560,474.7,551.3,458.6,409.3,480
411,879d82fe92a01214851fbeb62cd533fbc9d4ab87,584.3,483.8,567.6,500,403.5,405.8,438.9,417.1,460
413,bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,510.9,489.9,495,440,535,592.1,543.5,717.6,440
414,a185d42f150631e1f22e1d81f965dda9833d0bec,497.7,417.3,463,500,430.8,528.3,505.7,547.5,580
415,c5994a51d6c24ee4360aee344cebf55bd01c39e3,489.5,591.5,580.8,720,409,593.2,508.9,490.9,640
416,bbe2574187920d91ca67a657c5a476f92f8ac142,458.7,559.8,463.8,480,541.5,612.8,568.8,452.1,540
417,8637d558542ccd4a1cd1d3ab336711edad60a966,452.3,506.7,519.9,540,465,540,552.7,438.8,580
418,30fd3c461823b211ad79159256fdb3eb101deff0,470.8,491.3,463.8,0,486.2,566.8,560.4,467.2,440
422,88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,477.2,476.9,435.4,440,386.4,489.9,483.2,521.8,440
424,4d12becc50fceaa6423313e98858cee7d438cc36,527.5,536.3,399.4,560,566.7,609.2,618,677,540
425,5c55594ff65d25732d6104cf60588ae877cb6e9c,605.4,614.2,585.3,580,573.9,483.4,513.7,643.5,720
430,ebd6ed760a482a95ddc04d78254761296ea73608,518.1,554.9,589.1,700,565.8,597.8,609.3,502.1,700
431,4ea487e7fd10b89407bd3c72366366f5b505847f,498.9,611.6,590.2,0,432.7,587,537.9,467.4,560
432,0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,475.5,536,501.8,500,488.8,591.6,615.3,485.1,560
435,49a9374bc759c6a4d1f8fce5ade5908afe72803c,451.8,548.4,506.6,560,455.9,516.1,540.8,619.7,500
436,4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,433,542.8,465.7,560,425.6,510.4,517.1,382.3,520
437,0f31c91179f811dc6de3d071914cba2716013473,456.5,455.2,439.4,380,490.5,579.5,555.3,446.6,600
438,0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,472.4,523,531.7,540,456.2,588.1,556.7,442.5,540
440,a945e7b0eedbc6722edf61c6e9115199efa0e79b,592.2,694.5,652.5,780,428.6,552.1,513.5,415.8,560
441,b52cae71211465e9b76723d1dab3cbb973a76a5e,404.8,470.4,538.6,500,474.9,479.6,485.5,438.9,400
442,c64825379cc10911781e842c315951b835c0246d,434.1,475.6,500.5,600,447.5,371.6,413.2,346.4,540
444,3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,438.4,587,485.9,440,420.3,593,545,492.9,460
445,d077ad9b71684906e32bdfefac01c893ff875c40,548.1,489.4,549.4,560,441.4,549.9,535.2,543.3,680
446,0e02316fc08deb2a0ccf7b606d3564cf17d6763a,387.2,472.8,509.1,560,410.7,493.4,526.6,404.2,500
449,44cb1704d691a020beab734f494635e2603af38b,400.2,539.2,498.7,520,509.8,539.7,542.2,471.3,560
450,c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,495.3,544.4,523.9,400,394.2,534,469.3,382.2,480
451,623b39408740e01c79d585779f119b7bd31aca5e,442.7,591,519.3,360,385.9,459.1,442.2,442.5,600
452,0954f039d7ce9b83b763b6406d3be54af9d386a0,376,510,503.1,280,415.7,513.8,477.4,399.2,460
453,feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,371.9,540,598,500,504.2,634.2,573.6,377.1,600
454,bc764ff3e2905ae18491fcc46b2cf1812bf43771,594.4,615.1,670.9,780,614.5,620.1,635,612.5,680
455,4d0b3bca1ec9337bb27b9d6710702ebb79a90046,474.4,594.2,606.4,540,491.4,557.4,521.3,408.1,320
456,b62836e36b6a37a18823b0176647b31ed84bd759,471,495.7,433.6,440,422.3,437.9,420.7,503.7,320
458,48b56e1d641022967e5b2791de675d524b685afe,390.4,588.6,475.4,540,468.4,630.2,552.1,579.7,640
459,6432732876989f4279e03bea20c37a21e0ce488d,681.8,660.6,633.2,700,379.3,362.8,438.8,386.1,0
460,c322f8d156e174e549a44fdde96be32358ab85a3,436.9,485,492.8,420,441.7,551.6,535,370.3,580
462,92f7742f9719e14801466a45e33f904e27be2b17,416.6,515.7,485.7,600,427.2,556.7,482.6,460.4,400
463,8f00986f46ca0c0eb14d9d8e811919bb76d29fed,467,432,413,420,405.7,423.6,434.4,445.8,520
464,bfa438beba3914291e0978747404004f6ac79179,392.4,475.4,537,580,417.6,559.7,513.3,608.2,540
465,9f7b8de3a22fe246b22d46de9b4c1d219eb1dbba,480.8,409,409.2,0,619.5,635,584.2,502,860
466,7db2c8ad5fbddb754318a9f7d0503ef849ef5729,378.7,458.3,444.5,0,384.8,551.6,509.9,459.4,520
467,9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,444.9,538.7,554.7,700,461.9,605.3,518,401.3,660
468,ae6a72fb90a0c32b27c4aa45ff692c3783de2290,397.2,461.4,420.6,320,430.5,529.2,414.4,354.4,340
469,b10d3fcde629e4b68758d3dc58911a113837d255,446,578.7,464.5,600,464,516.2,445.6,547.1,700
470,2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,444.2,421.3,384,460,477.6,489.8,553.4,380.2,600
471,587f219b07191d201677be07e43852b73a5dfeda,481.2,499.5,512,460,490,611,615.7,531.6,720
472,c669af3c60a62511990ed5f486c525285df59750,422.2,579.8,586.4,720,448.4,558.6,480.5,470.6,400
474,0dc0351a9da12f74bd5ebc918d60f9580be35182,458.5,467.5,472.3,580,397.4,352.7,498.3,466.6,380
475,20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,372.7,479.5,477.1,440,391.1,579.1,554.1,552.5,760
476,d053a386f5497719e02334cc444acc545258bc3e,517.5,622.7,589.2,520,465.5,577.2,571,449.8,340
478,446a666ce7e015158181ce032e318a2ceffad8e1,424.8,556.1,514.2,440,492.6,448.8,455,418.7,360
479,ad896f169fe2e02c8cda5553fc0cb4aa100fee20,455.2,345.8,418.2,500,584,574.1,575.7,462.3,700
481,80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,481.5,557.4,521.1,460,530.6,578.1,633.1,554.5,620
483,dc56167fb0ffcbf92624206591985da23ba078a3,458.6,478.3,527.9,460,450.4,500,504.5,358.1,420
485,10f8e410cadeee997d11e86ed5749c98c184f102,392,638.3,552.8,460,415.3,483.5,491.8,456,380
486,9c0cedfb49df5633bdc16bc263e8f574a1e283d2,411.1,507.3,544.3,540,462.8,381.7,494.2,464.3,440
487,b18c91072332db5e81e51adf0ad4a18c682fe025,380.6,438.2,439.3,520,526.8,569,549.6,526.5,560
488,0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,382.1,535.3,562,540,377.8,465.1,506.6,426.8,320
489,040e479d45f83b7944be895d04b035489e544ab1,446.7,512.4,524,480,466.3,532.9,553.3,442.1,540
490,b505434998285eb78dfdb4341e4a29cc13a2130a,382.6,537.3,422.9,420,426.7,433.2,532.6,438.6,520
492,b16fb245d399e311b54c8f9edbe23b0814c8b6d7,410.3,430.5,484,460,456.4,589,551.5,551.8,580
494,1167115298a1ed2c659e1e365224311af48ff8e6,575.7,543.8,488,640,473.9,548.5,533.9,387.6,620
496,ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,413,381.1,407.6,320,443.7,486.2,439.5,350.1,280
497,386238d9cc8f497486ec335159e3d3fb59d9d57c,528.3,535.1,559.7,600,458.7,525.8,510.1,427.9,560
498,abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,467,377.7,458.7,520,513.6,594.5,316.1,560.7,640
499,961f5a44f06750c88181c1809c6d002252b8d4e9,460.3,506,521.4,680,394.7,446.1,460.2,480.6,340
500,24605a2eda427ea715d61e72f5e40d6afd31bcfd,589.5,622.5,620.4,540,396,523.9,450.6,376,420
501,9810f9ad1fed4a44dd3150d3a93c2321402176f7,435.8,458.2,459.9,520,478.5,495.1,386.4,520.8,360
502,0b01e142abc07e710ae4f8a315866d95f16d592b,537.9,556.9,584.3,460,395.3,466.4,393,378,0
503,ab9b69839b48825032b5f4778eea40e321c1ece5,424.4,508.8,583.7,460,442.4,477,497.1,417,560
505,3004e0b4f4b454854f0bb254473aa012e17071fd,628.6,648.6,588.5,780,443,512.9,386.6,441.5,480
506,84083dec8994b0da91c7be5bd5cf540a92d367f9,402.2,394.9,415.7,340,385,426.8,402.7,378.1,0
508,c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,544.9,510.4,491.8,580,405.5,547.1,381.3,426.9,540
509,55a278c454fb7415451563c61ed46f5d9dc352d6,489.4,611.6,554.6,600,520.3,545.1,483.9,376.1,580
510,051c748ebab016611de489dfc13b6616d1070361,468.4,537,507.3,500,365.8,596.3,519.4,414.8,580
511,e2f476ff901b0c67a7df201c865aca3219bfd803,493,585,555.4,640,494,565.3,570,482.7,660
512,7ae5a82f05c571cbccd3d1057aa2ee320633335c,493.5,507,531.4,480,467.7,585.9,542.1,632.6,680
513,1c86c6bc97a76e31219f8902c13627c0de70c6cb,452.8,574.8,579.3,580,682.5,696.2,634.9,791.1,960
514,e6b0a19633e93aa0e26b5644d0142d79c7526d5d,454,502.4,515.9,520,425.5,506.7,537.1,416.2,520
515,acbc30d483ea45980ae8919a1e608acbb560d796,553.1,547.5,552.6,460,392.7,461.5,416.6,501.6,580
516,d4cc2188bbe4365cbbec0d8e697f5f982d217c55,485.8,516.4,560.6,360,594.9,626.8,601.2,651.1,680
518,3c049c9981020ef5f6968e0eec4e6969fd2f4b0d,400.6,521.7,533.8,320,432.1,506.4,478.1,380.6,500
519,a5c39ced20251de476553163291f5141f9b66d1c,413.9,442.1,348.3,420,447.2,518.9,430,548.3,500
521,6d9409ae58f72c208c0ad1c8168080a8deeef8a2,426,533.7,426.5,640,438.7,493.3,422.8,427,460
522,85e6b7523bb635e5552fa91b4a79122118918668,514.9,581.9,561.5,780,439.9,505.6,407.8,466.1,380
523,5443c9e35006e84510c518efc894c075b606c83f,402.7,496.9,412.8,380,478.2,455,424.1,380.7,500
524,80b9f96ee31137fbe9158841eb193d26d6dd762b,466,568.5,373.1,740,594.2,627.9,637.2,527.2,540
526,6091d7a1acb022b664e212bbc322932384824ab4,439,514.3,465.9,360,492.9,489.2,462.4,398.5,520
528,828f1541b637d7781583e98f754bbb433f2d1dd8,529.8,566.5,553.3,640,463,399.1,447.4,381.9,460
529,aace2a613988d1619385514862b227ec1a616255,394.3,512.5,389.5,280,426,525,479.3,405,520
530,45a6fba80a860b768d6b4172b97e35f0b06db075,497.5,592.5,543.6,540,404.8,516.2,497.7,403.8,440
531,4b93629e017653c27a7ac99b9ed6fafa003a6777,469.5,594,516.4,480,524.8,576.5,569.6,450.9,720
532,ddd68576dd27c673687d8b04057adc396a75f566,454.1,500.1,536.1,460,560.8,526.4,517,582.5,540
533,ed9e6225f3914f90c61a39572bf1ad207688a3f0,466.5,530.6,534,480,641.1,647.8,634.5,744.7,680
534,270692d94f5e7f0d9dca2a1acf8f3ab24dbe1bf1,566.8,577.4,547.2,520,484.8,559.6,512,492.1,560
535,afcb620ab13d96348763196f200b6bf94ab1c060,395.9,503.5,552.6,540,370.8,419.3,432.4,460.5,300
536,7cfb1d64261039d25784ecc70e9bf286ac9492c9,405,580.7,530.4,620,444,519,560.1,554.2,660
537,4cf6407fb9c6a86e31d6e45ed7ba4e0531279d40,428.6,436.2,426.8,520,557.7,571.7,615.6,601.4,900
538,5dc2bf0223a2c68ccc7a74e5c61571c31eb62343,427.6,516.9,399.3,520,601.4,602.8,639.5,697.3,660
539,d6c682e729a33858ccdaf54a2a3c625c82ddc108,452.2,543.9,530.3,580,472.8,567.8,585.8,394.8,700
540,793d1bfef9d9f220421ffb7b334d6cc0bd005a59,602.2,567.3,541.6,700,403,419.5,537.1,474.2,480
541,0ff0abca7be65e556773ff1395550ef791c4d272,526.5,547.1,567,640,492.5,524.5,458.8,578.4,560
542,af5143b6372ff9e30d17884cead389c15fefde19,381.8,523.9,479.9,520,394.1,501.2,504,568.8,340
543,d1f6e0c6d574a1def695974263f5e1461d99e90f,607,661.5,625.4,700,503.3,515.1,550.1,385,600
544,31c2a0c6107ea4c62557f793221b4c341b73b958,449.4,376.5,431.8,400,533.8,527.5,547.8,496.5,560
545,650ed2fdd80680c747363dd1085dd191c60a0d8d,494,596.8,551.5,640,664.3,665.7,592.8,693.1,720
546,548cda0eb6595f3e63ff696ba2c76968d822e92e,413.9,518.8,511,600,443.5,524.6,494.3,412.2,420
548,6e54fe08c0b09ce7e1e97e331fe394ef9bc90ef7,451.6,540.8,514.4,640,394,514.4,518.9,471.3,460
551,4c314024a3148ca131970a181ffb67bc108c25f0,444.3,476.2,564,400,553.2,503.5,513.4,547,700
552,9175008ab4a7ec7a5eb989e56a73c49ad37a0da0,408.2,380.9,351.4,160,577,625.5,576.7,589.8,660
553,8276b13cbb842748278f0bb9434d9aa34b8764cf,545.6,616.9,580.8,520,505.8,560.7,567,494.2,400
554,dde3ec7e3489818a870e8346cbed7dd39ab15b55,512.8,560.2,609.9,620,562.1,576.5,582.4,643.8,520
555,3ee2b42396bdf4bc036a6cba96664f8ae93c6b8e,418.5,433.9,468.1,380,525,345,529.9,540.5,460
556,726756441f525880e8b6987fe2cb3e35b8bac203,441.1,587.2,566.6,820,624.2,618.7,716.9,605.2,720
557,cea2338f7449ee46b5492f075395096cd6c6f939,435.5,623.5,578,520,489.4,447.7,487.5,342.2,500
559,cbec7350314259d2ba8b3ceceb58a210df4bc681,483.1,598.3,561,480,472.5,482,560.4,397.9,440
560,9c24a3786f38a3b87cfbdf5a9a920e8d87a32fc6,427.2,450.4,482.7,500,465.2,436.1,516.1,427.7,440
562,02120ff284b0881ece778d68b6adf523440d0a43,614.1,614.3,588.2,760,593.8,575.2,565.7,541.9,560
563,0858ed38f44ef60f451b7a7fa78c0ebc08447ea0,532.5,559.6,633,680,526,552,533.1,396.6,720
564,37479cc6bea164d3d5a329917e99bf1256ca65a0,483.1,586.4,547.3,580,446,471.5,454.2,381.1,360
565,59de7100f8842a0de4e46a76d80fe9d2aae7501c,413.2,564.9,570.2,680,398.8,465.1,352.9,471.4,440
566,dee367db96e2cbf6b2a914ae684a5b212cdf5b62,536.4,562.9,528.6,680,443.8,493.9,416.3,466.1,360
568,814e4068b1c6635a9d815252bfb52588654bfa9a,513.7,433,621,580,570.4,638,593.7,554.8,900
569,3db74518ad8faadf00daef29f2aa1d9c2456677a,398.2,478,392.4,580,377.7,612.2,599.4,566.8,600
570,5c932a4bce9b2d1d17244a0ff664eb8079842b1b,500.8,494.6,485.7,360,585.1,557.7,579.7,739,520
571,ac9116f93ab30680484fecee10333e60a3400ea2,385.1,507.4,525.6,500,463.8,545.2,542.7,421.6,320
573,c23759ab3cb0c1798bb12b54a262ef445806afb3,370.3,512.5,480.2,560,393.6,416.8,306,381.6,580
574,c1172ead1d0a8e4dfaf979e48f44e50c8201b879,443.5,354.2,393.4,0,423.2,534.7,483,472.7,500
575,2500339c0390a5cf28e1e8df0477e13fd4cdd674,469.6,416.2,417.6,300,511.2,531.1,509.1,372.5,480
576,b586f97dcd32cce5a58846e9451b362bb2610fab,483.3,542.2,523.8,600,585.4,526.2,473.7,571.4,440
577,ca29c819e5edfb5a2af0cc739b092c671cd0ef61,490.8,587.8,563,640,466.4,581,526.8,337.8,520
579,161dfb26aca998800deca1eeb4fbfe89a52feb49,492.5,616.9,551.9,560,454.2,542.3,505.6,393.7,480
581,f630e84d0fd9bff0d01e51e94ddf21d2d7458d0f,511.7,595.2,576.5,640,573.4,580.7,500.9,555.4,800
584,d7aecd6b60d8431c2c1e0751e9b9d7a9bdac1d34,530.5,540.2,500.7,580,526.8,573.4,564.8,396.1,460
585,8eba2f0dcd23a99655dec302ddeeb45a96353a2a,424.3,557.5,498.1,680,472.6,552.3,543.5,476.9,580
586,dd732838c9fd669241c08abaa56c01e8df68d05a,431,392.2,418,460,631.8,657.2,555.5,695.7,620
588,ced936a58ffe6323bb917e8aa72dd83e6bf6c1bd,507.6,495.6,546.7,600,453.4,411.4,371.6,411.9,280
591,bbbd21500338762a2e766e1f1e329f56dd1ad7b5,616.1,640.9,588.1,900,471.9,439.7,362.3,380.6,440
592,2bf1e3cfb43778286f4b43c4e1623b4ed5fa2d00,475.4,463.8,518.2,460,433.6,474.7,535.3,363.4,420
593,7f0e7b3bda0941ef1862a12cdeb7320f4e11bba9,416.3,447.3,407.5,460,518.2,599.9,574.5,528.3,640
594,9a40ea9a985309c004b97d695bdec0005ec0e34a,418.9,524.1,562,440,546.7,525.5,468.5,456.2,760
595,d9396c10798f8fdeb0b2d7a07e287e26ed47a523,396.1,454.8,348.5,0,385.8,509,562.9,420.8,720
596,85615335c72589bd0172d257b352b1c4708660eb,373.8,579.8,581.4,580,399.9,497.1,470.7,354.1,580
597,0a0a040855f52d4ae73d3ecb7ea397c9c8b9c6e7,469.3,464.7,480.7,580,481.4,539.2,560.5,429.9,540
598,fa883407d61fec85d241503f3ab570c000a1b2db,532.7,557.9,442.6,380,425.3,567.5,519.4,451.5,700
599,a10efd91e30aef4700b875a2aa7758834913312a,421.5,393.9,450.9,220,429.1,514.4,476.1,465.4,580
600,cb6093db7de64440b441bced08f3e0cd07f65ea8,408.3,532.7,565.5,580,503.6,578.9,491.6,490.1,440
601,9633c263d32bd988f14096eabc30610389b0627d,419.2,555.5,457.3,500,494.7,580.7,534.9,447.4,580
602,7cac92147c231453d98ad465b2c4a8bd28efd7f8,566.2,598.5,642.5,720,366.8,527.8,536.4,463.8,520
603,0b5295131beb490a0e1d3ac1c77384b286d6eb04,442.9,516.5,489.7,380,572.1,621.8,667.6,420.9,600
604,ab58b4c5ab94887088e6d8616e04317fd31b46e3,572.4,717.5,646.6,560,406.4,454.3,456.1,398.1,600
605,c869448fb5b9ea47f647ea8005fd936725a048df,416.3,475.8,499.9,420,395.8,399.8,448.3,385.2,420
606,d3b6fda859d86b1c0dfc09cd748af1efc74065db,458.3,499.3,531.4,600,430.2,461.7,417.5,388.8,480
607,6f16236c5b24ac28b437cccd59e50edf8425813d,497.2,631.7,579.4,560,506.2,443.5,442.9,410.8,240
608,9b5386e595946817e6da09aa3d7087d9af4178c5,504.1,528.8,531.9,620,509.8,427.7,450.9,440.4,600
609,84323b71b3e94e9d38eff397d31288fadf0077db,564.5,557.1,598.3,800,577.2,623.9,640,651,560
611,f9f97be65995f788162d8315c36d620456363008,506.7,544.4,440.5,600,517.4,594.1,564.9,590.1,360
612,e0d95e457fb3e5df429c4818790d1c4a7b725868,492.9,406.3,469.7,580,387,473.6,402.5,392,500
614,4869c5203186da06b9facfc84abe6277cf60667b,477,516.5,458.5,200,446.4,513.5,496.6,555.7,600
615,c753aaec0115451ad117c6323c1185c3711dabe5,464.1,510.3,535.6,540,380.7,378.5,450.2,654.7,0
617,82414f56f360e219a988a32179e60d88dc2a6527,420.9,431.9,518.1,540,505.4,479.9,456.9,434,600
618,c4ac1a474728dfc62cbae6681c6b650d7c0c924c,408.1,451.5,499.9,480,540.3,439,584.9,437,660
619,ba7d6e94b21cf77c9356886ce4ceecf1937652dc,579.1,586.8,445.8,560,581.7,599.5,454.9,469.7,600
621,5bcefda8a8272b106c13a2d20bfad5d0c565abee,465.6,603.5,472.3,640,658.3,631.9,628.9,757.2,560
622,e66d155dd9930075cc70d80593a7c3ec0d8462a4,528.5,572.5,517.9,720,464.4,472.2,417.6,417.1,440
623,5d65e9ed84c9503381ea9667fc99e5df6297e0b8,627.5,644.9,572.6,700,400.2,374.7,383.8,446.3,460
624,126e3fc79a293d38a5964e746d127a930263a3db,372,498,451.1,220,436.4,485,491.5,397.9,400
627,a4a26cde436605f327f4a83adb87421a01bdcec4,422.9,568.2,518.3,680,493.9,629.4,562.8,397.5,560
